_link,_link_releases,_link_releases_parties,_link_main,scheme,id,description
0.releases.2079.parties.7.details.classifications.0,0.releases.2079,0.releases.2079.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2082.parties.3.details.classifications.0,0.releases.2082,0.releases.2082.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2082.parties.8.details.classifications.0,0.releases.2082,0.releases.2082.parties.8,0,WLB,WLB,Woman-Lead Business
0.releases.2082.parties.11.details.classifications.0,0.releases.2082,0.releases.2082.parties.11,0,WLB,WLB,Woman-Lead Business
0.releases.2083.parties.3.details.classifications.0,0.releases.2083,0.releases.2083.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2083.parties.8.details.classifications.0,0.releases.2083,0.releases.2083.parties.8,0,WLB,WLB,Woman-Lead Business
0.releases.2083.parties.11.details.classifications.0,0.releases.2083,0.releases.2083.parties.11,0,WLB,WLB,Woman-Lead Business
0.releases.2084.parties.4.details.classifications.0,0.releases.2084,0.releases.2084.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2085.parties.4.details.classifications.0,0.releases.2085,0.releases.2085.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2086.parties.4.details.classifications.0,0.releases.2086,0.releases.2086.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2087.parties.4.details.classifications.0,0.releases.2087,0.releases.2087.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2088.parties.1.details.classifications.0,0.releases.2088,0.releases.2088.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2095.parties.5.details.classifications.0,0.releases.2095,0.releases.2095.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.2096.parties.5.details.classifications.0,0.releases.2096,0.releases.2096.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.2101.parties.3.details.classifications.0,0.releases.2101,0.releases.2101.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2102.parties.9.details.classifications.0,0.releases.2102,0.releases.2102.parties.9,0,WLB,WLB,Woman-Lead Business
0.releases.2103.parties.9.details.classifications.0,0.releases.2103,0.releases.2103.parties.9,0,WLB,WLB,Woman-Lead Business
0.releases.2104.parties.1.details.classifications.0,0.releases.2104,0.releases.2104.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2104.parties.6.details.classifications.0,0.releases.2104,0.releases.2104.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.2104.parties.8.details.classifications.0,0.releases.2104,0.releases.2104.parties.8,0,WLB,WLB,Woman-Lead Business
0.releases.2104.parties.10.details.classifications.0,0.releases.2104,0.releases.2104.parties.10,0,WLB,WLB,Woman-Lead Business
0.releases.2106.parties.1.details.classifications.0,0.releases.2106,0.releases.2106.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2106.parties.2.details.classifications.0,0.releases.2106,0.releases.2106.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2107.parties.1.details.classifications.0,0.releases.2107,0.releases.2107.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2107.parties.2.details.classifications.0,0.releases.2107,0.releases.2107.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2108.parties.3.details.classifications.0,0.releases.2108,0.releases.2108.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2109.parties.5.details.classifications.0,0.releases.2109,0.releases.2109.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.2110.parties.5.details.classifications.0,0.releases.2110,0.releases.2110.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.2111.parties.5.details.classifications.0,0.releases.2111,0.releases.2111.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.2113.parties.4.details.classifications.0,0.releases.2113,0.releases.2113.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2115.parties.2.details.classifications.0,0.releases.2115,0.releases.2115.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2115.parties.4.details.classifications.0,0.releases.2115,0.releases.2115.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2115.parties.7.details.classifications.0,0.releases.2115,0.releases.2115.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2115.parties.10.details.classifications.0,0.releases.2115,0.releases.2115.parties.10,0,WLB,WLB,Woman-Lead Business
0.releases.2115.parties.12.details.classifications.0,0.releases.2115,0.releases.2115.parties.12,0,WLB,WLB,Woman-Lead Business
0.releases.2118.parties.3.details.classifications.0,0.releases.2118,0.releases.2118.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2120.parties.2.details.classifications.0,0.releases.2120,0.releases.2120.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2122.parties.2.details.classifications.0,0.releases.2122,0.releases.2122.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2122.parties.3.details.classifications.0,0.releases.2122,0.releases.2122.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2123.parties.4.details.classifications.0,0.releases.2123,0.releases.2123.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2123.parties.5.details.classifications.0,0.releases.2123,0.releases.2123.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.2123.parties.7.details.classifications.0,0.releases.2123,0.releases.2123.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2127.parties.2.details.classifications.0,0.releases.2127,0.releases.2127.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2133.parties.4.details.classifications.0,0.releases.2133,0.releases.2133.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2133.parties.7.details.classifications.0,0.releases.2133,0.releases.2133.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2134.parties.8.details.classifications.0,0.releases.2134,0.releases.2134.parties.8,0,WLB,WLB,Woman-Lead Business
0.releases.2135.parties.1.details.classifications.0,0.releases.2135,0.releases.2135.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2136.parties.1.details.classifications.0,0.releases.2136,0.releases.2136.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2136.parties.2.details.classifications.0,0.releases.2136,0.releases.2136.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2136.parties.4.details.classifications.0,0.releases.2136,0.releases.2136.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2150.parties.1.details.classifications.0,0.releases.2150,0.releases.2150.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2151.parties.1.details.classifications.0,0.releases.2151,0.releases.2151.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2152.parties.1.details.classifications.0,0.releases.2152,0.releases.2152.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2154.parties.3.details.classifications.0,0.releases.2154,0.releases.2154.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2154.parties.7.details.classifications.0,0.releases.2154,0.releases.2154.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2154.parties.8.details.classifications.0,0.releases.2154,0.releases.2154.parties.8,0,WLB,WLB,Woman-Lead Business
0.releases.2155.parties.2.details.classifications.0,0.releases.2155,0.releases.2155.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2156.parties.1.details.classifications.0,0.releases.2156,0.releases.2156.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2160.parties.3.details.classifications.0,0.releases.2160,0.releases.2160.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2160.parties.9.details.classifications.0,0.releases.2160,0.releases.2160.parties.9,0,WLB,WLB,Woman-Lead Business
0.releases.2160.parties.12.details.classifications.0,0.releases.2160,0.releases.2160.parties.12,0,WLB,WLB,Woman-Lead Business
0.releases.2160.parties.16.details.classifications.0,0.releases.2160,0.releases.2160.parties.16,0,WLB,WLB,Woman-Lead Business
0.releases.2163.parties.5.details.classifications.0,0.releases.2163,0.releases.2163.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.2164.parties.4.details.classifications.0,0.releases.2164,0.releases.2164.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2167.parties.1.details.classifications.0,0.releases.2167,0.releases.2167.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2167.parties.6.details.classifications.0,0.releases.2167,0.releases.2167.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.2167.parties.8.details.classifications.0,0.releases.2167,0.releases.2167.parties.8,0,WLB,WLB,Woman-Lead Business
0.releases.2167.parties.10.details.classifications.0,0.releases.2167,0.releases.2167.parties.10,0,WLB,WLB,Woman-Lead Business
0.releases.2169.parties.9.details.classifications.0,0.releases.2169,0.releases.2169.parties.9,0,WLB,WLB,Woman-Lead Business
0.releases.2169.parties.12.details.classifications.0,0.releases.2169,0.releases.2169.parties.12,0,WLB,WLB,Woman-Lead Business
0.releases.2171.parties.3.details.classifications.0,0.releases.2171,0.releases.2171.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2171.parties.5.details.classifications.0,0.releases.2171,0.releases.2171.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.2172.parties.6.details.classifications.0,0.releases.2172,0.releases.2172.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.2177.parties.3.details.classifications.0,0.releases.2177,0.releases.2177.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2177.parties.7.details.classifications.0,0.releases.2177,0.releases.2177.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2177.parties.8.details.classifications.0,0.releases.2177,0.releases.2177.parties.8,0,WLB,WLB,Woman-Lead Business
0.releases.2177.parties.13.details.classifications.0,0.releases.2177,0.releases.2177.parties.13,0,WLB,WLB,Woman-Lead Business
0.releases.2180.parties.4.details.classifications.0,0.releases.2180,0.releases.2180.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2180.parties.6.details.classifications.0,0.releases.2180,0.releases.2180.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.2185.parties.4.details.classifications.0,0.releases.2185,0.releases.2185.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2188.parties.1.details.classifications.0,0.releases.2188,0.releases.2188.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2209.parties.3.details.classifications.0,0.releases.2209,0.releases.2209.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2210.parties.3.details.classifications.0,0.releases.2210,0.releases.2210.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2210.parties.7.details.classifications.0,0.releases.2210,0.releases.2210.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2210.parties.8.details.classifications.0,0.releases.2210,0.releases.2210.parties.8,0,WLB,WLB,Woman-Lead Business
0.releases.2210.parties.13.details.classifications.0,0.releases.2210,0.releases.2210.parties.13,0,WLB,WLB,Woman-Lead Business
0.releases.2212.parties.6.details.classifications.0,0.releases.2212,0.releases.2212.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.2220.parties.1.details.classifications.0,0.releases.2220,0.releases.2220.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2224.parties.4.details.classifications.0,0.releases.2224,0.releases.2224.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2226.parties.3.details.classifications.0,0.releases.2226,0.releases.2226.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2226.parties.8.details.classifications.0,0.releases.2226,0.releases.2226.parties.8,0,WLB,WLB,Woman-Lead Business
0.releases.2226.parties.11.details.classifications.0,0.releases.2226,0.releases.2226.parties.11,0,WLB,WLB,Woman-Lead Business
0.releases.2227.parties.2.details.classifications.0,0.releases.2227,0.releases.2227.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2230.parties.2.details.classifications.0,0.releases.2230,0.releases.2230.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2230.parties.10.details.classifications.0,0.releases.2230,0.releases.2230.parties.10,0,WLB,WLB,Woman-Lead Business
0.releases.2230.parties.11.details.classifications.0,0.releases.2230,0.releases.2230.parties.11,0,WLB,WLB,Woman-Lead Business
0.releases.2232.parties.3.details.classifications.0,0.releases.2232,0.releases.2232.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2232.parties.8.details.classifications.0,0.releases.2232,0.releases.2232.parties.8,0,WLB,WLB,Woman-Lead Business
0.releases.2232.parties.11.details.classifications.0,0.releases.2232,0.releases.2232.parties.11,0,WLB,WLB,Woman-Lead Business
0.releases.2233.parties.3.details.classifications.0,0.releases.2233,0.releases.2233.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2233.parties.8.details.classifications.0,0.releases.2233,0.releases.2233.parties.8,0,WLB,WLB,Woman-Lead Business
0.releases.2233.parties.11.details.classifications.0,0.releases.2233,0.releases.2233.parties.11,0,WLB,WLB,Woman-Lead Business
0.releases.2234.parties.3.details.classifications.0,0.releases.2234,0.releases.2234.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2234.parties.8.details.classifications.0,0.releases.2234,0.releases.2234.parties.8,0,WLB,WLB,Woman-Lead Business
0.releases.2234.parties.11.details.classifications.0,0.releases.2234,0.releases.2234.parties.11,0,WLB,WLB,Woman-Lead Business
0.releases.2247.parties.2.details.classifications.0,0.releases.2247,0.releases.2247.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2254.parties.2.details.classifications.0,0.releases.2254,0.releases.2254.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2257.parties.3.details.classifications.0,0.releases.2257,0.releases.2257.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2258.parties.3.details.classifications.0,0.releases.2258,0.releases.2258.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2259.parties.3.details.classifications.0,0.releases.2259,0.releases.2259.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2260.parties.3.details.classifications.0,0.releases.2260,0.releases.2260.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2261.parties.3.details.classifications.0,0.releases.2261,0.releases.2261.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2262.parties.3.details.classifications.0,0.releases.2262,0.releases.2262.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2263.parties.3.details.classifications.0,0.releases.2263,0.releases.2263.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2264.parties.3.details.classifications.0,0.releases.2264,0.releases.2264.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2267.parties.4.details.classifications.0,0.releases.2267,0.releases.2267.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2268.parties.4.details.classifications.0,0.releases.2268,0.releases.2268.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2269.parties.4.details.classifications.0,0.releases.2269,0.releases.2269.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2270.parties.6.details.classifications.0,0.releases.2270,0.releases.2270.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.2270.parties.7.details.classifications.0,0.releases.2270,0.releases.2270.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2271.parties.4.details.classifications.0,0.releases.2271,0.releases.2271.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2272.parties.4.details.classifications.0,0.releases.2272,0.releases.2272.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2274.parties.4.details.classifications.0,0.releases.2274,0.releases.2274.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2276.parties.4.details.classifications.0,0.releases.2276,0.releases.2276.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2277.parties.2.details.classifications.0,0.releases.2277,0.releases.2277.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2277.parties.4.details.classifications.0,0.releases.2277,0.releases.2277.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2277.parties.7.details.classifications.0,0.releases.2277,0.releases.2277.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2278.parties.4.details.classifications.0,0.releases.2278,0.releases.2278.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2279.parties.4.details.classifications.0,0.releases.2279,0.releases.2279.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2280.parties.4.details.classifications.0,0.releases.2280,0.releases.2280.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2281.parties.4.details.classifications.0,0.releases.2281,0.releases.2281.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2282.parties.4.details.classifications.0,0.releases.2282,0.releases.2282.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2283.parties.4.details.classifications.0,0.releases.2283,0.releases.2283.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2284.parties.4.details.classifications.0,0.releases.2284,0.releases.2284.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2285.parties.4.details.classifications.0,0.releases.2285,0.releases.2285.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2286.parties.4.details.classifications.0,0.releases.2286,0.releases.2286.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2287.parties.4.details.classifications.0,0.releases.2287,0.releases.2287.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2288.parties.4.details.classifications.0,0.releases.2288,0.releases.2288.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2289.parties.2.details.classifications.0,0.releases.2289,0.releases.2289.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2290.parties.2.details.classifications.0,0.releases.2290,0.releases.2290.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2290.parties.5.details.classifications.0,0.releases.2290,0.releases.2290.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.2294.parties.1.details.classifications.0,0.releases.2294,0.releases.2294.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2294.parties.2.details.classifications.0,0.releases.2294,0.releases.2294.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2294.parties.4.details.classifications.0,0.releases.2294,0.releases.2294.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2294.parties.9.details.classifications.0,0.releases.2294,0.releases.2294.parties.9,0,WLB,WLB,Woman-Lead Business
0.releases.2296.parties.2.details.classifications.0,0.releases.2296,0.releases.2296.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2297.parties.4.details.classifications.0,0.releases.2297,0.releases.2297.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2297.parties.6.details.classifications.0,0.releases.2297,0.releases.2297.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.2298.parties.6.details.classifications.0,0.releases.2298,0.releases.2298.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.2300.parties.1.details.classifications.0,0.releases.2300,0.releases.2300.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2301.parties.3.details.classifications.0,0.releases.2301,0.releases.2301.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2301.parties.7.details.classifications.0,0.releases.2301,0.releases.2301.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2301.parties.8.details.classifications.0,0.releases.2301,0.releases.2301.parties.8,0,WLB,WLB,Woman-Lead Business
0.releases.2303.parties.1.details.classifications.0,0.releases.2303,0.releases.2303.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2303.parties.3.details.classifications.0,0.releases.2303,0.releases.2303.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2303.parties.4.details.classifications.0,0.releases.2303,0.releases.2303.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2303.parties.6.details.classifications.0,0.releases.2303,0.releases.2303.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.2304.parties.2.details.classifications.0,0.releases.2304,0.releases.2304.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2308.parties.2.details.classifications.0,0.releases.2308,0.releases.2308.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2308.parties.7.details.classifications.0,0.releases.2308,0.releases.2308.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2309.parties.4.details.classifications.0,0.releases.2309,0.releases.2309.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2309.parties.6.details.classifications.0,0.releases.2309,0.releases.2309.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.2311.parties.2.details.classifications.0,0.releases.2311,0.releases.2311.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2312.parties.2.details.classifications.0,0.releases.2312,0.releases.2312.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2312.parties.7.details.classifications.0,0.releases.2312,0.releases.2312.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2313.parties.2.details.classifications.0,0.releases.2313,0.releases.2313.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2314.parties.2.details.classifications.0,0.releases.2314,0.releases.2314.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2317.parties.6.details.classifications.0,0.releases.2317,0.releases.2317.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.2317.parties.8.details.classifications.0,0.releases.2317,0.releases.2317.parties.8,0,WLB,WLB,Woman-Lead Business
0.releases.2317.parties.11.details.classifications.0,0.releases.2317,0.releases.2317.parties.11,0,WLB,WLB,Woman-Lead Business
0.releases.2319.parties.6.details.classifications.0,0.releases.2319,0.releases.2319.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.2329.parties.2.details.classifications.0,0.releases.2329,0.releases.2329.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2330.parties.1.details.classifications.0,0.releases.2330,0.releases.2330.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2330.parties.2.details.classifications.0,0.releases.2330,0.releases.2330.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2330.parties.8.details.classifications.0,0.releases.2330,0.releases.2330.parties.8,0,WLB,WLB,Woman-Lead Business
0.releases.2330.parties.9.details.classifications.0,0.releases.2330,0.releases.2330.parties.9,0,WLB,WLB,Woman-Lead Business
0.releases.2330.parties.10.details.classifications.0,0.releases.2330,0.releases.2330.parties.10,0,WLB,WLB,Woman-Lead Business
0.releases.2330.parties.11.details.classifications.0,0.releases.2330,0.releases.2330.parties.11,0,WLB,WLB,Woman-Lead Business
0.releases.2330.parties.12.details.classifications.0,0.releases.2330,0.releases.2330.parties.12,0,WLB,WLB,Woman-Lead Business
0.releases.2331.parties.5.details.classifications.0,0.releases.2331,0.releases.2331.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.2331.parties.6.details.classifications.0,0.releases.2331,0.releases.2331.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.2332.parties.2.details.classifications.0,0.releases.2332,0.releases.2332.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2333.parties.1.details.classifications.0,0.releases.2333,0.releases.2333.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2333.parties.4.details.classifications.0,0.releases.2333,0.releases.2333.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2334.parties.2.details.classifications.0,0.releases.2334,0.releases.2334.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2334.parties.5.details.classifications.0,0.releases.2334,0.releases.2334.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.2334.parties.9.details.classifications.0,0.releases.2334,0.releases.2334.parties.9,0,WLB,WLB,Woman-Lead Business
0.releases.2334.parties.13.details.classifications.0,0.releases.2334,0.releases.2334.parties.13,0,WLB,WLB,Woman-Lead Business
0.releases.2334.parties.15.details.classifications.0,0.releases.2334,0.releases.2334.parties.15,0,WLB,WLB,Woman-Lead Business
0.releases.2334.parties.17.details.classifications.0,0.releases.2334,0.releases.2334.parties.17,0,WLB,WLB,Woman-Lead Business
0.releases.2334.parties.20.details.classifications.0,0.releases.2334,0.releases.2334.parties.20,0,WLB,WLB,Woman-Lead Business
0.releases.2334.parties.22.details.classifications.0,0.releases.2334,0.releases.2334.parties.22,0,WLB,WLB,Woman-Lead Business
0.releases.2334.parties.28.details.classifications.0,0.releases.2334,0.releases.2334.parties.28,0,WLB,WLB,Woman-Lead Business
0.releases.2334.parties.29.details.classifications.0,0.releases.2334,0.releases.2334.parties.29,0,WLB,WLB,Woman-Lead Business
0.releases.2334.parties.30.details.classifications.0,0.releases.2334,0.releases.2334.parties.30,0,WLB,WLB,Woman-Lead Business
0.releases.2339.parties.2.details.classifications.0,0.releases.2339,0.releases.2339.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2341.parties.2.details.classifications.0,0.releases.2341,0.releases.2341.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2341.parties.4.details.classifications.0,0.releases.2341,0.releases.2341.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2341.parties.7.details.classifications.0,0.releases.2341,0.releases.2341.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2345.parties.3.details.classifications.0,0.releases.2345,0.releases.2345.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2345.parties.7.details.classifications.0,0.releases.2345,0.releases.2345.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2348.parties.3.details.classifications.0,0.releases.2348,0.releases.2348.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2348.parties.8.details.classifications.0,0.releases.2348,0.releases.2348.parties.8,0,WLB,WLB,Woman-Lead Business
0.releases.2348.parties.11.details.classifications.0,0.releases.2348,0.releases.2348.parties.11,0,WLB,WLB,Woman-Lead Business
0.releases.2349.parties.3.details.classifications.0,0.releases.2349,0.releases.2349.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2349.parties.4.details.classifications.0,0.releases.2349,0.releases.2349.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2350.parties.1.details.classifications.0,0.releases.2350,0.releases.2350.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2350.parties.5.details.classifications.0,0.releases.2350,0.releases.2350.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.2350.parties.6.details.classifications.0,0.releases.2350,0.releases.2350.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.2350.parties.9.details.classifications.0,0.releases.2350,0.releases.2350.parties.9,0,WLB,WLB,Woman-Lead Business
0.releases.2360.parties.1.details.classifications.0,0.releases.2360,0.releases.2360.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2360.parties.2.details.classifications.0,0.releases.2360,0.releases.2360.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2365.parties.6.details.classifications.0,0.releases.2365,0.releases.2365.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.2365.parties.24.details.classifications.0,0.releases.2365,0.releases.2365.parties.24,0,WLB,WLB,Woman-Lead Business
0.releases.2367.parties.6.details.classifications.0,0.releases.2367,0.releases.2367.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.2367.parties.24.details.classifications.0,0.releases.2367,0.releases.2367.parties.24,0,WLB,WLB,Woman-Lead Business
0.releases.2377.parties.3.details.classifications.0,0.releases.2377,0.releases.2377.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2377.parties.7.details.classifications.0,0.releases.2377,0.releases.2377.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2377.parties.8.details.classifications.0,0.releases.2377,0.releases.2377.parties.8,0,WLB,WLB,Woman-Lead Business
0.releases.2377.parties.13.details.classifications.0,0.releases.2377,0.releases.2377.parties.13,0,WLB,WLB,Woman-Lead Business
0.releases.2379.parties.2.details.classifications.0,0.releases.2379,0.releases.2379.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2387.parties.5.details.classifications.0,0.releases.2387,0.releases.2387.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.2393.parties.1.details.classifications.0,0.releases.2393,0.releases.2393.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2393.parties.3.details.classifications.0,0.releases.2393,0.releases.2393.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2393.parties.4.details.classifications.0,0.releases.2393,0.releases.2393.parties.4,0,WLB,WLB,Woman-Lead Business
