_link,_link_releases,_link_releases_parties,_link_main,scheme,id,description
0.releases.2393.parties.6.details.classifications.0,0.releases.2393,0.releases.2393.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.2395.parties.2.details.classifications.0,0.releases.2395,0.releases.2395.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2395.parties.4.details.classifications.0,0.releases.2395,0.releases.2395.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2397.parties.2.details.classifications.0,0.releases.2397,0.releases.2397.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2397.parties.4.details.classifications.0,0.releases.2397,0.releases.2397.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2398.parties.4.details.classifications.0,0.releases.2398,0.releases.2398.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2398.parties.7.details.classifications.0,0.releases.2398,0.releases.2398.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2398.parties.10.details.classifications.0,0.releases.2398,0.releases.2398.parties.10,0,WLB,WLB,Woman-Lead Business
0.releases.2398.parties.14.details.classifications.0,0.releases.2398,0.releases.2398.parties.14,0,WLB,WLB,Woman-Lead Business
0.releases.2398.parties.15.details.classifications.0,0.releases.2398,0.releases.2398.parties.15,0,WLB,WLB,Woman-Lead Business
0.releases.2398.parties.17.details.classifications.0,0.releases.2398,0.releases.2398.parties.17,0,WLB,WLB,Woman-Lead Business
0.releases.2399.parties.4.details.classifications.0,0.releases.2399,0.releases.2399.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2399.parties.6.details.classifications.0,0.releases.2399,0.releases.2399.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.2399.parties.10.details.classifications.0,0.releases.2399,0.releases.2399.parties.10,0,WLB,WLB,Woman-Lead Business
0.releases.2401.parties.2.details.classifications.0,0.releases.2401,0.releases.2401.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2402.parties.2.details.classifications.0,0.releases.2402,0.releases.2402.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2408.parties.7.details.classifications.0,0.releases.2408,0.releases.2408.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2408.parties.8.details.classifications.0,0.releases.2408,0.releases.2408.parties.8,0,WLB,WLB,Woman-Lead Business
0.releases.2408.parties.9.details.classifications.0,0.releases.2408,0.releases.2408.parties.9,0,WLB,WLB,Woman-Lead Business
0.releases.2414.parties.2.details.classifications.0,0.releases.2414,0.releases.2414.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2416.parties.1.details.classifications.0,0.releases.2416,0.releases.2416.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2416.parties.4.details.classifications.0,0.releases.2416,0.releases.2416.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2416.parties.5.details.classifications.0,0.releases.2416,0.releases.2416.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.2416.parties.7.details.classifications.0,0.releases.2416,0.releases.2416.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2416.parties.12.details.classifications.0,0.releases.2416,0.releases.2416.parties.12,0,WLB,WLB,Woman-Lead Business
0.releases.2417.parties.3.details.classifications.0,0.releases.2417,0.releases.2417.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2417.parties.8.details.classifications.0,0.releases.2417,0.releases.2417.parties.8,0,WLB,WLB,Woman-Lead Business
0.releases.2417.parties.11.details.classifications.0,0.releases.2417,0.releases.2417.parties.11,0,WLB,WLB,Woman-Lead Business
0.releases.2418.parties.7.details.classifications.0,0.releases.2418,0.releases.2418.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2418.parties.8.details.classifications.0,0.releases.2418,0.releases.2418.parties.8,0,WLB,WLB,Woman-Lead Business
0.releases.2418.parties.9.details.classifications.0,0.releases.2418,0.releases.2418.parties.9,0,WLB,WLB,Woman-Lead Business
0.releases.2427.parties.4.details.classifications.0,0.releases.2427,0.releases.2427.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2427.parties.5.details.classifications.0,0.releases.2427,0.releases.2427.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.2427.parties.7.details.classifications.0,0.releases.2427,0.releases.2427.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2439.parties.3.details.classifications.0,0.releases.2439,0.releases.2439.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2441.parties.1.details.classifications.0,0.releases.2441,0.releases.2441.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2441.parties.4.details.classifications.0,0.releases.2441,0.releases.2441.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2441.parties.5.details.classifications.0,0.releases.2441,0.releases.2441.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.2441.parties.7.details.classifications.0,0.releases.2441,0.releases.2441.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2441.parties.12.details.classifications.0,0.releases.2441,0.releases.2441.parties.12,0,WLB,WLB,Woman-Lead Business
0.releases.2442.parties.2.details.classifications.0,0.releases.2442,0.releases.2442.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2442.parties.4.details.classifications.0,0.releases.2442,0.releases.2442.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2454.parties.2.details.classifications.0,0.releases.2454,0.releases.2454.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2455.parties.5.details.classifications.0,0.releases.2455,0.releases.2455.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.2461.parties.2.details.classifications.0,0.releases.2461,0.releases.2461.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2464.parties.1.details.classifications.0,0.releases.2464,0.releases.2464.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2464.parties.9.details.classifications.0,0.releases.2464,0.releases.2464.parties.9,0,WLB,WLB,Woman-Lead Business
0.releases.2475.parties.3.details.classifications.0,0.releases.2475,0.releases.2475.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2475.parties.9.details.classifications.0,0.releases.2475,0.releases.2475.parties.9,0,WLB,WLB,Woman-Lead Business
0.releases.2475.parties.12.details.classifications.0,0.releases.2475,0.releases.2475.parties.12,0,WLB,WLB,Woman-Lead Business
0.releases.2475.parties.16.details.classifications.0,0.releases.2475,0.releases.2475.parties.16,0,WLB,WLB,Woman-Lead Business
0.releases.2484.parties.3.details.classifications.0,0.releases.2484,0.releases.2484.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2490.parties.3.details.classifications.0,0.releases.2490,0.releases.2490.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2490.parties.5.details.classifications.0,0.releases.2490,0.releases.2490.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.2495.parties.4.details.classifications.0,0.releases.2495,0.releases.2495.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2495.parties.8.details.classifications.0,0.releases.2495,0.releases.2495.parties.8,0,WLB,WLB,Woman-Lead Business
0.releases.2500.parties.2.details.classifications.0,0.releases.2500,0.releases.2500.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2502.parties.1.details.classifications.0,0.releases.2502,0.releases.2502.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2502.parties.2.details.classifications.0,0.releases.2502,0.releases.2502.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2502.parties.7.details.classifications.0,0.releases.2502,0.releases.2502.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2502.parties.8.details.classifications.0,0.releases.2502,0.releases.2502.parties.8,0,WLB,WLB,Woman-Lead Business
0.releases.2503.parties.1.details.classifications.0,0.releases.2503,0.releases.2503.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2503.parties.3.details.classifications.0,0.releases.2503,0.releases.2503.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2503.parties.4.details.classifications.0,0.releases.2503,0.releases.2503.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2503.parties.7.details.classifications.0,0.releases.2503,0.releases.2503.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2505.parties.5.details.classifications.0,0.releases.2505,0.releases.2505.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.2506.parties.2.details.classifications.0,0.releases.2506,0.releases.2506.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2508.parties.1.details.classifications.0,0.releases.2508,0.releases.2508.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2508.parties.10.details.classifications.0,0.releases.2508,0.releases.2508.parties.10,0,WLB,WLB,Woman-Lead Business
0.releases.2508.parties.12.details.classifications.0,0.releases.2508,0.releases.2508.parties.12,0,WLB,WLB,Woman-Lead Business
0.releases.2508.parties.14.details.classifications.0,0.releases.2508,0.releases.2508.parties.14,0,WLB,WLB,Woman-Lead Business
0.releases.2509.parties.3.details.classifications.0,0.releases.2509,0.releases.2509.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2512.parties.9.details.classifications.0,0.releases.2512,0.releases.2512.parties.9,0,WLB,WLB,Woman-Lead Business
0.releases.2512.parties.11.details.classifications.0,0.releases.2512,0.releases.2512.parties.11,0,WLB,WLB,Woman-Lead Business
0.releases.2513.parties.9.details.classifications.0,0.releases.2513,0.releases.2513.parties.9,0,WLB,WLB,Woman-Lead Business
0.releases.2513.parties.11.details.classifications.0,0.releases.2513,0.releases.2513.parties.11,0,WLB,WLB,Woman-Lead Business
0.releases.2518.parties.3.details.classifications.0,0.releases.2518,0.releases.2518.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2519.parties.3.details.classifications.0,0.releases.2519,0.releases.2519.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2521.parties.1.details.classifications.0,0.releases.2521,0.releases.2521.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2521.parties.2.details.classifications.0,0.releases.2521,0.releases.2521.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2526.parties.1.details.classifications.0,0.releases.2526,0.releases.2526.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2526.parties.2.details.classifications.0,0.releases.2526,0.releases.2526.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2532.parties.2.details.classifications.0,0.releases.2532,0.releases.2532.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2534.parties.2.details.classifications.0,0.releases.2534,0.releases.2534.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2534.parties.3.details.classifications.0,0.releases.2534,0.releases.2534.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2534.parties.6.details.classifications.0,0.releases.2534,0.releases.2534.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.2535.parties.2.details.classifications.0,0.releases.2535,0.releases.2535.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2535.parties.3.details.classifications.0,0.releases.2535,0.releases.2535.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2535.parties.6.details.classifications.0,0.releases.2535,0.releases.2535.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.2537.parties.5.details.classifications.0,0.releases.2537,0.releases.2537.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.2537.parties.7.details.classifications.0,0.releases.2537,0.releases.2537.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2537.parties.9.details.classifications.0,0.releases.2537,0.releases.2537.parties.9,0,WLB,WLB,Woman-Lead Business
0.releases.2537.parties.10.details.classifications.0,0.releases.2537,0.releases.2537.parties.10,0,WLB,WLB,Woman-Lead Business
0.releases.2537.parties.12.details.classifications.0,0.releases.2537,0.releases.2537.parties.12,0,WLB,WLB,Woman-Lead Business
0.releases.2537.parties.14.details.classifications.0,0.releases.2537,0.releases.2537.parties.14,0,WLB,WLB,Woman-Lead Business
0.releases.2538.parties.3.details.classifications.0,0.releases.2538,0.releases.2538.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2538.parties.8.details.classifications.0,0.releases.2538,0.releases.2538.parties.8,0,WLB,WLB,Woman-Lead Business
0.releases.2538.parties.11.details.classifications.0,0.releases.2538,0.releases.2538.parties.11,0,WLB,WLB,Woman-Lead Business
0.releases.2539.parties.3.details.classifications.0,0.releases.2539,0.releases.2539.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2539.parties.8.details.classifications.0,0.releases.2539,0.releases.2539.parties.8,0,WLB,WLB,Woman-Lead Business
0.releases.2539.parties.11.details.classifications.0,0.releases.2539,0.releases.2539.parties.11,0,WLB,WLB,Woman-Lead Business
0.releases.2541.parties.3.details.classifications.0,0.releases.2541,0.releases.2541.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2541.parties.8.details.classifications.0,0.releases.2541,0.releases.2541.parties.8,0,WLB,WLB,Woman-Lead Business
0.releases.2541.parties.11.details.classifications.0,0.releases.2541,0.releases.2541.parties.11,0,WLB,WLB,Woman-Lead Business
0.releases.2543.parties.3.details.classifications.0,0.releases.2543,0.releases.2543.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2543.parties.8.details.classifications.0,0.releases.2543,0.releases.2543.parties.8,0,WLB,WLB,Woman-Lead Business
0.releases.2543.parties.11.details.classifications.0,0.releases.2543,0.releases.2543.parties.11,0,WLB,WLB,Woman-Lead Business
0.releases.2545.parties.3.details.classifications.0,0.releases.2545,0.releases.2545.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2545.parties.8.details.classifications.0,0.releases.2545,0.releases.2545.parties.8,0,WLB,WLB,Woman-Lead Business
0.releases.2545.parties.11.details.classifications.0,0.releases.2545,0.releases.2545.parties.11,0,WLB,WLB,Woman-Lead Business
0.releases.2546.parties.3.details.classifications.0,0.releases.2546,0.releases.2546.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2546.parties.8.details.classifications.0,0.releases.2546,0.releases.2546.parties.8,0,WLB,WLB,Woman-Lead Business
0.releases.2546.parties.11.details.classifications.0,0.releases.2546,0.releases.2546.parties.11,0,WLB,WLB,Woman-Lead Business
0.releases.2550.parties.3.details.classifications.0,0.releases.2550,0.releases.2550.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2550.parties.8.details.classifications.0,0.releases.2550,0.releases.2550.parties.8,0,WLB,WLB,Woman-Lead Business
0.releases.2550.parties.11.details.classifications.0,0.releases.2550,0.releases.2550.parties.11,0,WLB,WLB,Woman-Lead Business
0.releases.2552.parties.3.details.classifications.0,0.releases.2552,0.releases.2552.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2552.parties.8.details.classifications.0,0.releases.2552,0.releases.2552.parties.8,0,WLB,WLB,Woman-Lead Business
0.releases.2552.parties.11.details.classifications.0,0.releases.2552,0.releases.2552.parties.11,0,WLB,WLB,Woman-Lead Business
0.releases.2554.parties.3.details.classifications.0,0.releases.2554,0.releases.2554.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2554.parties.7.details.classifications.0,0.releases.2554,0.releases.2554.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2555.parties.2.details.classifications.0,0.releases.2555,0.releases.2555.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2559.parties.4.details.classifications.0,0.releases.2559,0.releases.2559.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2559.parties.5.details.classifications.0,0.releases.2559,0.releases.2559.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.2559.parties.7.details.classifications.0,0.releases.2559,0.releases.2559.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2559.parties.8.details.classifications.0,0.releases.2559,0.releases.2559.parties.8,0,WLB,WLB,Woman-Lead Business
0.releases.2561.parties.2.details.classifications.0,0.releases.2561,0.releases.2561.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2561.parties.4.details.classifications.0,0.releases.2561,0.releases.2561.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2561.parties.7.details.classifications.0,0.releases.2561,0.releases.2561.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2561.parties.10.details.classifications.0,0.releases.2561,0.releases.2561.parties.10,0,WLB,WLB,Woman-Lead Business
0.releases.2561.parties.12.details.classifications.0,0.releases.2561,0.releases.2561.parties.12,0,WLB,WLB,Woman-Lead Business
0.releases.2562.parties.5.details.classifications.0,0.releases.2562,0.releases.2562.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.2562.parties.6.details.classifications.0,0.releases.2562,0.releases.2562.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.2562.parties.7.details.classifications.0,0.releases.2562,0.releases.2562.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2562.parties.9.details.classifications.0,0.releases.2562,0.releases.2562.parties.9,0,WLB,WLB,Woman-Lead Business
0.releases.2563.parties.5.details.classifications.0,0.releases.2563,0.releases.2563.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.2563.parties.6.details.classifications.0,0.releases.2563,0.releases.2563.parties.6,0,WLB,WLB,Woman-Lead Business
